weight,n,model_accuracy,model_log_loss,model_brier,market_accuracy,market_log_loss,beat_closing_line_rate,beat_closing_line_n,p_value,significant
0.0,2333,0.6378054007715388,0.6368418190972903,0.22316498462261553,0.6691855583543241,0.6066100785516633,0.3957975986277873,2332,,False
0.25,2333,0.6382340334333476,0.6369805924794691,0.2232154286623584,0.6691855583543241,0.6066100785516633,0.39408233276157806,2332,0.5811325395710444,False
0.5,2333,0.6382340334333476,0.6372094785460116,0.22330927721831248,0.6691855583543241,0.6066100785516633,0.3927958833619211,2332,0.4312576142797224,False
0.75,2333,0.6378054007715388,0.6375191734988662,0.22344236373287252,0.6691855583543241,0.6066100785516633,0.39236706689536877,2332,0.310370185297954,False
1.0,2333,0.6330904414916416,0.6378915002752861,0.22360623759315987,0.6691855583543241,0.6066100785516633,0.3910806174957118,2332,0.21974886993021978,False
