date,key_mlbam,WAVE,Expected_PA,probability,old_probability,Game_Hit_Probability,Got_Hit
2026-04-03,665742,0.24058021918935274,3.7457446808510637,0.6432896325363585,0.6183311925047481,0.6532375529661016,1
2026-04-03,686948,0.21854406519227054,3.7457446808510637,0.6029478269021321,0.578142545011621,0.6219875529661016,1
2026-04-03,621566,0.22995469700323112,3.7562310030395136,0.6252609787273224,0.5993114183749612,0.6219875529661016,1
2026-04-03,680977,0.23721986191942948,3.7525835866261397,0.6380122877473141,0.6123874625755865,0.6219875529661016,0
2026-04-03,668227,0.20380573433497248,3.678723404255319,0.5676091991704513,0.5496328981947307,0.5907375529661016,1
2026-04-03,514888,0.21918579218469983,3.748024316109422,0.6043909720204694,0.5793537948721699,0.5907375529661016,0
2026-04-03,687263,0.19339008288078932,3.7920212765957446,0.5573441344964978,0.5286728573967736,0.5594875529661016,0
2026-04-03,624585,0.1857293207128898,3.7425531914893617,0.5365024151339957,0.5128184995481211,0.5594875529661016,0
2026-04-03,608070,0.17846388425042517,3.7617021276595746,0.5226346122832224,0.4974337603467689,0.5594875529661016,1
2026-04-03,545361,0.20937232684446572,3.7457446808510637,0.5852091154373387,0.5605575176281148,0.5594875529661016,0
2026-04-03,666182,0.18679312464138867,3.7617021276595746,0.5405872247473114,0.5150425379418085,0.5594875529661016,1
2026-04-03,656305,0.20721439690332905,3.748024316109422,0.5811743059260863,0.5563452437079729,0.5594875529661016,0
2026-04-03,645277,0.22124124308007717,3.670288753799392,0.6005913705856814,0.5832167074334436,0.5594875529661016,1
2026-04-03,695578,0.1830919732908442,3.7920212765957446,0.535528825225505,0.5072733282448959,0.5452774740295243,1
2026-04-03,660670,0.189022848000362,3.7920212765957446,0.5481869751531729,0.5196805581696566,0.5282375529661016,1
2026-04-03,680757,0.20880890632283688,3.7920212765957446,0.5885842950286289,0.5594604900122677,0.5282375529661016,0
2026-04-03,606466,0.18570326648980745,3.7920212765957446,0.5411337963092495,0.5127639381445712,0.5282375529661016,1
2026-04-03,596019,0.1787722577835451,3.7920212765957446,0.5261463864488845,0.49809370575291356,0.49698755296610175,1
2026-04-03,677594,0.17203489387372795,3.7617021276595746,0.5084296331131786,0.4835335440533367,0.49698755296610175,1
2026-04-04,678662,0.23685340438916475,3.734722222222222,0.6356041844223173,0.6117353074294545,0.6522177419354839,1
2026-04-04,695734,0.24763464837450222,3.7382936507936506,0.654812930575354,0.6305967140197228,0.6522177419354839,0
2026-04-04,686948,0.21817548395202407,3.7416666666666667,0.6018464672038982,0.5774457283287656,0.632453567937439,0
2026-04-04,621566,0.2329551206494337,3.752579365079365,0.6303584207754712,0.6047492410403905,0.632453567937439,1
2026-04-04,702284,0.22672764177255145,3.498214285714286,0.5932167075591198,0.5934034392016723,0.632453567937439,0
2026-04-04,672960,0.20874060389286336,3.653373015873016,0.5748707947439627,0.5593273665702392,0.6209677419354839,1
2026-04-04,669394,0.23589281392017936,3.734722222222222,0.6338882157027178,0.6100221019342421,0.6209677419354839,1
2026-04-04,607043,0.24586662044871632,3.7916666666666665,0.6569761724864277,0.6275494893545002,0.6209677419354839,0
2026-04-04,682829,0.2045471555664345,3.759722222222222,0.5770024048289202,0.5510990370218427,0.6209677419354839,1
2026-04-04,650490,0.25824941822016995,3.7916666666666665,0.677847736175587,0.6485183676585575,0.6209677419354839,1
2026-04-04,691781,0.22697662201208302,3.7472222222222222,0.6189052800569963,0.5938614643652962,0.6087408949011448,0
2026-04-04,650333,0.23150567769932517,3.752579365079365,0.6277304513889437,0.6021289671222052,0.6021505376344086,0
2026-04-04,668227,0.21091287827809985,3.6777777777777776,0.5815453024172733,0.5635471392769522,0.6021505376344086,1
2026-04-04,671218,0.20896733277396443,3.7265873015873017,0.5825421671352142,0.5597691572299308,0.6021505376344086,0
2026-04-04,670541,0.2372393066681981,3.7416666666666667,0.6369752453244342,0.6124220449638056,0.6021505376344086,1
2026-04-04,572233,0.2250198618864035,3.645238095238095,0.6051448778640112,0.5902518489246116,0.6021505376344086,1
2026-04-04,543807,0.19142931460942644,3.7916666666666665,0.5532162321405288,0.5246505759879426,0.5897177419354839,0
2026-04-04,807712,0.20262897004579628,3.759722222222222,0.5731545864967869,0.5472988633155311,0.5897177419354839,1
2026-04-04,694384,0.20618650320313153,3.759722222222222,0.5802706527087946,0.5543286919080217,0.5897177419354839,1
2026-04-04,701398,0.22803220153776071,3.734722222222222,0.619623062556673,0.5957992206251288,0.5897177419354839,1
2026-04-04,650402,0.1931300873088783,3.746825396825397,0.5524834849338557,0.5281409110076541,0.5897177419354839,1
2026-04-04,621493,0.22959250665192715,3.7916666666666665,0.6280522898670112,0.5986514077392358,0.5897177419354839,0
2026-04-04,656941,0.19576598383989202,3.7416666666666667,0.5574395265615688,0.5335140865853163,0.5897177419354839,1
2026-04-04,682985,0.21100015119026858,3.734722222222222,0.5873224097471412,0.5637160665841636,0.5897177419354839,0
2026-04-04,624413,0.21703579593183137,3.759722222222222,0.6014350652827769,0.5752859038976785,0.5897177419354839,0
2026-04-04,691406,0.20595830650636904,3.741865079365079,0.5780828607823169,0.5538801225052041,0.5897177419354839,1
2026-04-04,669127,0.23490731411623247,3.7416666666666667,0.6328050177283708,0.6082588663469547,0.5897177419354839,0
2026-04-04,641355,0.21830720898470066,3.759722222222222,0.6038629403008962,0.5776948537835157,0.5897177419354839,1
2026-04-04,663656,0.2180487204639783,3.7416666666666667,0.6016048671142477,0.5772058873130843,0.5897177419354839,1
2026-04-04,607208,0.22354958901691135,3.7916666666666665,0.6168684904075781,0.58752461689041,0.5897177419354839,1
2026-04-04,514888,0.2174985782105432,3.749404761904762,0.6013124635786633,0.5761638718001922,0.5718475073313783,1
2026-04-04,672695,0.2131279987581281,3.759722222222222,0.5939043823849602,0.5678203402183924,0.5718475073313783,0
2026-04-04,682998,0.21311281134545573,3.7416666666666667,0.5921136462552381,0.5677911442727173,0.5718475073313783,0
2026-04-04,645277,0.2364353860449641,3.669642857142857,0.6283912741492541,0.6109904371399527,0.5718475073313783,0
2026-04-04,621043,0.22100749868729513,3.718452380952381,0.6049321799128512,0.5827787019579759,0.5718475073313783,0
2026-04-04,666182,0.2047439837327702,3.759722222222222,0.5773957901748614,0.5514876855760853,0.5718475073313783,1
2026-04-04,666176,0.22049467034769388,3.645238095238095,0.5966752979088407,0.5818165789355029,0.5718475073313783,1
2026-04-04,701358,0.20266284354928724,3.607142857142857,0.558217352379457,0.5473661696953505,0.5718475073313783,1
2026-04-04,694671,0.2063394440893751,3.7416666666666667,0.5788208488803794,0.5546291495460623,0.5584677419354839,0
2026-04-04,605141,0.20182816149655003,3.759722222222222,0.571540612944859,0.545705579966882,0.5584677419354839,0
2026-04-04,695578,0.18449564471800917,3.7916666666666665,0.5385145674606486,0.5102302063139941,0.5584677419354839,0
2026-04-04,670242,0.18959114606262678,3.718452380952381,0.5423633158676724,0.5208575821594161,0.5584677419354839,1
