date,key_mlbam,name,rank,predicted_probability,metric,probability,Matchup_Hit_Probability,Model_Hit_Probability,actual_hit,at_bats,model_version,strategy
2026-04-03,621566,Matt Olson,1,0.6219875529661016,Game_Hit_Probability,0.6794615455010085,0.8225125854736398,,1,4.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-03,686948,Drake Baldwin,2,0.6219875529661016,Game_Hit_Probability,0.655302162907763,0.8003950344586612,,1,4.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-03,665742,Juan Soto,3,0.6532375529661016,Game_Hit_Probability,0.6953623702152538,0.6525984153780515,,1,1.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-03,645277,Ozzie Albies,4,0.5594875529661016,Game_Hit_Probability,0.6383675088987916,0.78305562416586,,1,4.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-03,680977,Brendan Donovan,5,0.6219875529661016,Game_Hit_Probability,0.6914080984168811,0.6481980755588799,,0,3.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-03,621566,Matt Olson,1,0.6219875529661016,Game_Hit_Probability,0.6794615455010085,0.8225125854736398,,1,4.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-03,686948,Drake Baldwin,2,0.6219875529661016,Game_Hit_Probability,0.655302162907763,0.8003950344586612,,1,4.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-03,665742,Juan Soto,3,0.6532375529661016,Game_Hit_Probability,0.6953623702152538,0.6525984153780515,,1,1.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-03,645277,Ozzie Albies,4,0.5594875529661016,Game_Hit_Probability,0.6383675088987916,0.78305562416586,,1,4.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-03,680977,Brendan Donovan,5,0.6219875529661016,Game_Hit_Probability,0.6914080984168811,0.6481980755588799,,0,3.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-04,650490,Yandy Díaz,1,0.6209677419354839,Game_Hit_Probability,0.7371158042768979,0.7813970829778973,,1,5.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-04,621566,Matt Olson,2,0.632453567937439,Game_Hit_Probability,0.6838452381252903,0.7843481260272731,,1,4.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-04,621493,Taylor Ward,3,0.5897177419354839,Game_Hit_Probability,0.6885495984560122,0.7974842033457319,,0,5.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-04,665742,Juan Soto,4,0.6627565982404692,Game_Hit_Probability,0.7072368002808298,0.6757510780306881,,,0.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-04,678662,Ezequiel Tovar,5,0.6522177419354839,Game_Hit_Probability,0.6857469465579169,0.7007418523510688,,1,4.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-04,650490,Yandy Díaz,1,0.6209677419354839,Game_Hit_Probability,0.7371158042768979,0.7813970829778973,,1,5.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-04,621566,Matt Olson,2,0.632453567937439,Game_Hit_Probability,0.6838452381252903,0.7843481260272731,,1,4.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-04,621493,Taylor Ward,3,0.5897177419354839,Game_Hit_Probability,0.6885495984560122,0.7974842033457319,,0,5.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-04,665742,Juan Soto,4,0.6627565982404692,Game_Hit_Probability,0.7072368002808298,0.6757510780306881,,,0.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-04,678662,Ezequiel Tovar,5,0.6522177419354839,Game_Hit_Probability,0.6857469465579169,0.7007418523510688,,1,4.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-05,681624,Andy Pages,1,0.6019116855142704,Game_Hit_Probability,0.7317601035485738,0.8851668507301592,,1,5.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-05,650490,Yandy Díaz,2,0.6322147158173007,Game_Hit_Probability,0.734535841921476,0.7799342218558933,,1,5.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-05,677800,Wilyer Abreu,3,0.6322147158173007,Game_Hit_Probability,0.7072744220800484,0.7899083558837321,,1,4.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-05,669364,Xavier Edwards,4,0.6625177461203311,Game_Hit_Probability,0.750231004459002,0.7073736026112882,,1,4.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-05,607208,Trea Turner,5,0.6019116855142704,Game_Hit_Probability,0.6940822582159327,0.8299380894836651,,1,4.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-05,681624,Andy Pages,1,0.6019116855142704,Game_Hit_Probability,0.7317601035485738,0.8851668507301592,,1,5.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-05,650490,Yandy Díaz,2,0.6322147158173007,Game_Hit_Probability,0.734535841921476,0.7799342218558933,,1,5.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-05,677800,Wilyer Abreu,3,0.6322147158173007,Game_Hit_Probability,0.7072744220800484,0.7899083558837321,,1,4.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-05,669364,Xavier Edwards,4,0.6625177461203311,Game_Hit_Probability,0.750231004459002,0.7073736026112882,,1,4.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-05,607208,Trea Turner,5,0.6019116855142704,Game_Hit_Probability,0.6940822582159327,0.8299380894836651,,1,4.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-06,677800,Wilyer Abreu,1,0.6454225056641774,Game_Hit_Probability,0.7327831583892259,0.8685957764851431,,1,5.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-06,669364,Xavier Edwards,2,0.6748342703700597,Game_Hit_Probability,0.7481573825893127,0.810345602767616,,0,3.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-06,671277,Luis García,3,0.6160107409582949,Game_Hit_Probability,0.7027438835456639,0.866543939013407,,0,3.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-06,695734,Daylen Lile,4,0.6160107409582949,Game_Hit_Probability,0.6791375111734148,0.8465618805371553,,1,5.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-06,682928,CJ Abrams,5,0.6346777331085462,Game_Hit_Probability,0.6447449069952493,0.8341769338191342,,1,5.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-06,677800,Wilyer Abreu,1,0.6454225056641774,Game_Hit_Probability,0.7327831583892259,0.8685957764851431,,1,5.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-06,669364,Xavier Edwards,2,0.6748342703700597,Game_Hit_Probability,0.7481573825893127,0.810345602767616,,0,3.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-06,671277,Luis García,3,0.6160107409582949,Game_Hit_Probability,0.7027438835456639,0.866543939013407,,0,3.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-06,695734,Daylen Lile,4,0.6160107409582949,Game_Hit_Probability,0.6791375111734148,0.8465618805371553,,1,5.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-06,682928,CJ Abrams,5,0.6346777331085462,Game_Hit_Probability,0.6447449069952493,0.8341769338191342,,1,5.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-07,650490,Yandy Díaz,1,0.6525458614818477,Game_Hit_Probability,0.7447721286828433,0.9299226468213047,,0,4.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-07,665742,Juan Soto,2,0.6618807560903149,Game_Hit_Probability,0.7098189348078539,0.880938960168608,,,0.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-07,681624,Andy Pages,3,0.6237013236667216,Game_Hit_Probability,0.7337115281955942,0.8912564028964448,,1,4.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-07,802415,Chandler Simpson,4,0.6525458614818477,Game_Hit_Probability,0.6890636656353057,0.8973115215888382,,1,4.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-07,663743,Nick Fortes,5,0.6422239989281513,Game_Hit_Probability,0.6553730858225305,0.9040100429172878,,0,4.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-07,650490,Yandy Díaz,1,0.6525458614818477,Game_Hit_Probability,0.7447721286828433,0.9299226468213047,,0,4.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-07,665742,Juan Soto,2,0.6618807560903149,Game_Hit_Probability,0.7098189348078539,0.880938960168608,,,0.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-07,681624,Andy Pages,3,0.6237013236667216,Game_Hit_Probability,0.7337115281955942,0.8912564028964448,,1,4.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-07,802415,Chandler Simpson,4,0.6525458614818477,Game_Hit_Probability,0.6890636656353057,0.8973115215888382,,1,4.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-07,663743,Nick Fortes,5,0.6422239989281513,Game_Hit_Probability,0.6553730858225305,0.9040100429172878,,0,4.0,backtest-v3-c3-new-heuristic,c3_new_heuristic
2026-04-08,519317,Giancarlo Stanton,1,0.6362587005442746,Game_Hit_Probability,0.7259942671664321,0.855924502360385,,0,4.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-08,682928,CJ Abrams,2,0.6503754597924578,Game_Hit_Probability,0.6502519902811104,0.8757256906926943,,0,3.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
2026-04-08,681198,TJ Rumfield,3,0.6041077783426538,Game_Hit_Probability,0.7191214738471869,0.8497567940963648,,0,3.0,backtest-v3-c1-wave-vs-pave,c1_wave_vs_pave
