date,key_mlbam,name,rank,predicted_probability,metric,probability,Matchup_Hit_Probability,Model_Hit_Probability,actual_hit,at_bats,model_version,strategy
2026-04-05,805779,Jacob Wilson,5,0.5413056249082099,Game_Hit_Probability,0.5495388179995195,0.7821697688742598,,1,5.0,backtest-c1-rank-matchup-only,c1_rank_matchup_only
2026-04-05,681624,Andy Pages,1,0.6019116855142704,Game_Hit_Probability,0.7159635173411687,0.8738345615358577,,1,5.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-05,677800,Wilyer Abreu,2,0.6322147158173007,Game_Hit_Probability,0.6498384220086332,0.7362307490528148,,1,4.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-05,691777,Max Muncy,3,0.6019116855142704,Game_Hit_Probability,0.5939161976675209,0.7904403238252897,,1,5.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-05,650490,Yandy Díaz,4,0.6322147158173007,Game_Hit_Probability,0.6462116970533134,0.6945573529017056,,1,5.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-05,802415,Chandler Simpson,5,0.6322147158173007,Game_Hit_Probability,0.6434082804990915,0.6958683522227089,,1,5.0,backtest-c1-rank-combined-mean,c1_rank_combined_mean
2026-04-05,681624,Andy Pages,1,0.6019116855142704,Game_Hit_Probability,0.7159635173411687,0.8738345615358577,,1,5.0,backtest-c1-pa15,c1_pa15
2026-04-05,690993,Colt Keith,2,0.6207214256865914,Game_Hit_Probability,0.665528617161891,0.7668511267963193,,1,3.0,backtest-c1-pa15,c1_pa15
2026-04-05,677800,Wilyer Abreu,3,0.6322147158173007,Game_Hit_Probability,0.6498384220086332,0.7362307490528148,,1,4.0,backtest-c1-pa15,c1_pa15
2026-04-05,606192,Teoscar Hernández,4,0.5894714256865914,Game_Hit_Probability,0.6304491250380468,0.8040592899695057,,1,5.0,backtest-c1-pa15,c1_pa15
2026-04-05,650490,Yandy Díaz,5,0.6322147158173007,Game_Hit_Probability,0.6462116970533134,0.6945573529017056,,1,5.0,backtest-c1-pa15,c1_pa15
2026-04-06,677800,Wilyer Abreu,1,0.6454225056641774,Game_Hit_Probability,0.674832466392238,0.8222949372029503,,1,5.0,backtest-c2a-no-lineup,c2a_no_lineup
2026-04-06,669364,Xavier Edwards,2,0.6748342703700597,Game_Hit_Probability,0.6771659664802049,0.7441449981412862,,0,3.0,backtest-c2a-no-lineup,c2a_no_lineup
2026-04-06,671277,Luis García,3,0.6160107409582949,Game_Hit_Probability,0.6226474848581115,0.8016860900563022,,0,3.0,backtest-c2a-no-lineup,c2a_no_lineup
2026-04-06,682928,CJ Abrams,4,0.6346777331085462,Game_Hit_Probability,0.5881483986740208,0.7856565553881001,,1,5.0,backtest-c2a-no-lineup,c2a_no_lineup
2026-04-06,695734,Daylen Lile,5,0.6160107409582949,Game_Hit_Probability,0.6030355700057828,0.7820523425154686,,1,5.0,backtest-c2a-no-lineup,c2a_no_lineup
2026-04-06,669364,Xavier Edwards,1,0.6748342703700597,Game_Hit_Probability,0.6771659664802049,0.7441449981412862,,0,3.0,backtest-c2b-no-recency,c2b_no_recency
2026-04-06,671277,Luis García,2,0.6160107409582949,Game_Hit_Probability,0.6226474848581115,0.8016860900563022,,0,3.0,backtest-c2b-no-recency,c2b_no_recency
