key_mlbam,name_first,name_last,team,at_bats,Throws,PAVE,PAVE_PLUS,Power_A_PLUS,Expected_Hits,Expected_Bases,Expected_HRs,Fastball_Rate,Breaking_Rate,Offspeed_Rate
696062,Wilber,Dotel,PIT,135,R,0.18490702087727826,0.7771361113026471,0.6312289765895399,3.703146198830409,4.8953625730994155,0.09777777777777778,0.7165281541953111,0.232019021020624,0.05145282478406486
694357,Ricky,Tiedemann,TOR,20,L,0.18462499999999998,0.7759508204097737,0.38301904933202335,2.9704230769230766,2.9704230769230766,0.0,0.38074488802336903,0.511152629016553,0.10810248296007789
676051,Codi,Heuer,CLE,45,R,0.1843076923076923,0.7746172243953203,0.5635724434742473,3.7840000000000003,4.370666666666667,0.0,0.28349206349206346,0.13515873015873014,0.11134920634920634
669456,Shane,Bieber,TOR,241,R,0.18425933346690712,0.7744139795358411,0.8295133319218463,3.6992150287045984,6.433114875234468,0.7234064684817826,0.439399222145962,0.21680164722031575,0.13879913063372226
623149,Paul,Sewald,TOR,191,R,0.18394734649218147,0.7731027456888783,0.860048234315516,3.636745771346991,6.669921840527531,0.812637213953762,0.5634850543934619,0.43651494560653814,0.0
690928,Hunter,Dobbins,STL,230,R,0.1836921568627451,0.7720302224535568,0.7253148323867883,3.4887360115494097,5.625025491326594,0.42536053316142386,0.3570333424425991,0.3467239410276152,0.09124271652978566
657044,Ryan,Thompson,AZ,181,R,0.1836688311688312,0.7719321881064797,0.6615061964316199,3.7725953375555856,5.130171135965504,0.17109958226654087,0.33704574631305384,0.1929542536869462,0.0
676917,Cade,Cavalli,WSH,658,R,0.18363281517038615,0.7717808183378063,0.7681526942887115,3.6949204523672607,5.957245452139069,0.5879156968518671,0.48527649396407124,0.4480566585860456,0.06666684744988326
691799,Grant,Taylor,CWS,297,R,0.18320438778104683,0.7699802031218612,0.870508643500879,3.6195506990434145,6.751045327446651,0.8225064017660044,0.5738017734500463,0.42619822654995365,0.0
656730,Trevor,Megill,MIL,213,R,0.1824842992309197,0.766953780366336,0.7234976407571548,3.7719027356213073,5.610932646698451,0.3938191626936468,0.6275117666817557,0.3724882333182443,0.0
669203,Corbin,Burnes,AZ,13,R,0.1818181818181818,0.7641541901001033,0.8728535521026028,3.384615384615385,6.76923076923077,0.0,0.631578947368421,0.2631578947368421,0.10526315789473684
702885,,,SF,35,L,0.1818181818181818,0.7641541901001033,0.8105068698095597,3.7714285714285714,6.285714285714286,0.6285714285714286,0.4609929078014185,0.2978723404255319,0.24113475177304963
681544,Wyatt,Olds,BOS,48,R,0.1818181818181818,0.7641541901001033,0.9843605933837104,3.688142857142857,7.634,0.9864642857142857,0.6474128841455574,0.33285103510351033,0.019736080750932236
682989,Victor,Mederos,ATL,118,R,0.1815862644415918,0.7631794766071729,0.6407569837859827,3.5078406097618338,4.969255013965636,0.10111077481840194,0.8186804475758749,0.03688683014012688,0.14443272228399823
806960,Luis,Morales,ATH,89,R,0.18133445945945947,0.7621211785301581,0.880965523027588,3.490482485128884,6.8321414408460015,0.8167481824190349,0.2978241739280476,0.19671512380295056,0.03546070226900181
687941,Alec,Gamboa,BOS,102,L,0.1812262145788015,0.7616662417450439,0.7623481181313585,3.609936774709884,5.912229291716686,0.11633853541416567,0.6102343137254902,0.38221666666666665,0.0075490196078431375
663893,Brendon,Little,TOR,105,L,0.18112529792305074,0.7612421043756583,0.7316658594199135,3.3571432984686,5.6742795357253195,0.5857006046162673,0.4386061284082187,0.5613938715917812,0.0
807743,Sean,Sullivan,COL,113,L,0.18082442067736185,0.7599775630316642,0.8762476295000893,3.4590052649266276,6.795552817295844,0.48418729696426577,0.3533032166672425,0.08925992467954255,0.08743685865321493
663767,Chase,Shugart,PHI,189,R,0.1808063186813187,0.7599014830929736,1.0624037098535148,3.556407772304324,8.239246852764094,1.2097170224411602,0.6985745833687009,0.20588250855897913,0.09554290807231983
699823,Tyler,Davis,CWS,119,R,0.18065247252747257,0.759254891085966,0.6230548076310859,3.5664495798319327,4.831969537815126,0.11092436974789915,0.6443072536965514,0.2899764989982555,0.06571624730519307
671131,Jackson,Rutledge,WSH,12,R,0.18,0.7565126481991024,0.6382741599750282,3.3,4.949999999999999,0.0,0.21818181818181817,0.0,0.0818181818181818
805345,Trent,Harris,SF,64,R,0.17935672514619883,0.7538090617370523,0.6632732312407169,3.5117499999999997,5.1438749999999995,0.0,0.5281415076151919,0.46706228712807657,0.004796205256731573
681911,Alex,Vesia,LAD,211,L,0.17930969108955058,0.7536113847439939,0.8903668342950396,3.5932839529795024,6.90505131828128,0.7740729347580779,0.5500527384849193,0.3037085866261398,0.14623867488894085
663978,Chris,Paddack,TEX,263,R,0.178951718138321,0.7521068788255587,0.7563349392685661,3.77143486091655,5.865595357214329,0.492171302781669,0.28623080266589396,0.08101637206606781,0.16275282526803825
657424,Matt,Gage,SF,123,L,0.17857142857142855,0.7505085795626015,0.8131235896780721,3.100333761232349,6.306007702182286,0.8545827984595635,0.25014832661973424,0.21658095847607572,0.06327071490419003
686993,Justin,Sterner,ATH,180,R,0.17842192691029898,0.7498802467983166,0.986960969591016,3.5841666666666665,7.654166666666667,1.0358333333333334,0.3733535565852959,0.15664644341470407,0.0
689225,Beau,Brieske,DET,59,R,0.17817449027975343,0.7488403082392305,0.657431874428754,3.692320249776985,5.09857359500446,0.4687511150758251,0.5257202183781131,0.3249596981965403,0.14932008342534658
663687,Hogan,Harris,ATH,278,L,0.17783132643022143,0.7473980427249214,0.7569963974912616,3.330164798361328,5.87072515630015,0.6564005936863861,0.663384297662277,0.31438848225440297,0.022227220083319968
596117,Garrett,Stubbs,PHI,15,R,0.1777142857142857,0.7469061383807011,0.4641993890727479,3.6,3.6,0.0,0.09838709677419355,0.0,0.4316129032258065
701474,Duncan,Davitt,CWS,8,R,0.1777142857142857,0.7469061383807011,1.421223796211063,3.6740000000000004,11.022,1.8370000000000002,0.2057142857142857,0.3028571428571428,0.021428571428571425
694335,Matt,Svanson,STL,203,R,0.1773529411764706,0.7453874621961745,0.5983077867395915,3.445763546798029,4.640049261083744,0.1625615763546798,0.3575455241318185,0.17245447586818147,0.0
694819,Jacob,Misiorowski,MIL,614,R,0.17690267186565742,0.7434950487032519,0.7681525190777565,3.5402646886868006,5.957244093327634,0.524347950781415,0.789704895601062,0.20667514785537472,0.003619956543563206
663884,Nolan,Kingham,TEX,5,R,0.1766666666666667,0.742503154713934,0.3006980486993467,2.3320000000000003,2.3320000000000003,0.0,0.3854545454545455,0.09636363636363637,0.04818181818181819
694350,Zach,Brzykcy,MIA,11,R,0.17666666666666664,0.7425031547139337,0.5467237249079031,3.1799999999999997,4.24,0.0,0.25395833333333334,0.19874999999999998,0.07729166666666668
605154,John,Brebbia,COL,21,R,0.17666666666666664,0.7425031547139337,1.002326828997822,3.886666666666666,7.773333333333332,1.1104761904761904,0.20861702127659576,0.28191489361702127,0.03946808510638297
681320,Nate,Lavender,NYM,50,L,0.17543007265179036,0.7373059379753715,0.5908010762005549,3.6638697674418608,4.581832558139535,0.0,0.6978421260131293,0.2267428576667767,0.07541501632009388
686894,Joey,Wiemer,WSH,15,R,0.17499999999999996,0.7354984079713495,0.6240902897533609,3.0799999999999996,4.84,0.44,0.15348837209302327,0.11860465116279069,0.027906976744186046
624428,Adam,Frazier,LAA,14,R,0.17499999999999996,0.7354984079713495,0.6686681675928868,3.3,5.185714285714286,0.47142857142857136,0.1733333333333333,0.02666666666666667,0.09999999999999999
622554,Seranthony,Domínguez,SEA,223,R,0.17486415051897555,0.7349274532455369,0.7978712202443078,3.370354442745585,6.187721182953484,0.7510507030883896,0.6430111893105972,0.2290849862559935,0.12790382443340928
650556,Bryan,Abreu,HOU,243,R,0.17470907420516163,0.7342756910631129,0.6691385583986484,3.185769556583205,5.189362301934481,0.22996597647516281,0.5633288057608101,0.43594970181080095,0.0007214924283889801
621053,Tyler,Ferguson,CHC,78,R,0.17457075788061704,0.733694368568833,1.245842578920733,3.2042704517704523,9.661868131868133,2.0411446886446885,0.6336028317272564,0.2955436733378472,0.07085349493489637
605452,Joe,Ross,TEX,57,R,0.17411764705882354,0.7317900126370404,0.7834274087066594,3.471831578947368,6.075705263157896,0.7521684210526314,0.2251707317073171,0.21461585365853658,0.09021341463414634
664208,Phil,Maton,CHC,132,R,0.17403474903474903,0.7314416048385787,0.7896699084373167,3.1882352941176473,6.124117647058823,0.8452941176470588,0.2808659996719698,0.24913400032803018,0.0
608337,Lucas,Giolito,SD,138,R,0.1736549707602339,0.7298454544597902,0.6160733196280709,3.3014347826086956,4.777826086956522,0.44430434782608696,0.23271269867458616,0.14450668206566572,0.15278061925974812
680742,Jonathan,Bowlan,PHI,210,R,0.17344214686246465,0.7289509879570043,1.025309359729625,3.459879653679654,7.951569480519481,1.376484090909091,0.6242759247809061,0.25614383497135673,0.11958024024773715
