model_version,metric,n_bets_advised,bets_won,bets_lost,win_rate_on_advised_bets,win_rate_on_advised_bets_ci_low,win_rate_on_advised_bets_ci_high,total_staked_units,total_profit_units,roi,roi_p_value,current_bet_streak,best_bet_streak,n_market_resolved,market_accuracy,market_accuracy_ci_low,market_accuracy_ci_high,market_brier_score,market_log_loss,n_beat_closing_line_compared,beat_closing_line_rate,beat_closing_line_rate_ci_low,beat_closing_line_rate_ci_high,beat_closing_line_rate_p_value
all_time,NFL_GamePick_Win_Probability,7,3,4,0.42857142857142855,0.15821985525146964,0.7495416354723428,8.071180098675327,2.1790651868854303,0.2699809891793973,0.7660248746486306,0,2,10,0.8,0.49016247153664183,0.9433178485456247,0.18947951736823196,0.5671308610738366,7,0.42857142857142855,0.15821985525146964,0.7495416354723428,1.0
