key_mlbam,name_first,name_last,team,opponent,dk_slot,DK_Points,Estimated_Salary
806068,Colt,Emerson,SEA,TEX,SS,3.053437971868707,3000.0
666624,Christopher,Morel,MIA,SD,1B,3.053437971868707,3000.0
681508,Mickey,Gasper,BOS,TOR,C,3.053437971868707,3000.0
667472,Dane,Myers,CIN,STL,OF,3.053437971868707,3000.0
641584,Jake,Fraley,TB,CLE,OF,3.0531870984993508,3000.0
669899,Ryan,Ward,LAD,NYM,OF,3.0531870984993508,3000.0
682848,Endy,Rodríguez,PIT,CHC,C,3.0482184368876943,3000.0
695257,Billy,Cook,PIT,CHC,OF,3.0402212549703367,3000.0
688363,Graham,Pauley,MIA,SD,3B,3.0390014146465045,3000.0
823550,Sung Mun,Song,SD,MIA,2B,3.034355322619726,3000.0
686894,Joey,Wiemer,WSH,AZ,OF,3.0299713225947427,3000.0
701162,Ben,Malgeri,DET,KC,OF,3.024844232841757,2900.0
676694,Jake,Meyers,HOU,CWS,OF,3.0051800365663683,2900.0
666310,Bo,Naylor,CLE,TB,C,3.0051800365663683,2900.0
681807,David,Fry,CLE,TB,OF,3.0051800365663683,2900.0
642708,Amed,Rosario,NYY,PHI,3B,2.990566129018679,2900.0
669743,Alex,Call,LAD,NYM,OF,2.990566129018679,2900.0
641555,J. C.,Escarra,NYY,PHI,C,2.990566129018679,2900.0
682987,Spencer,Jones,NYY,PHI,OF,2.990566129018679,2900.0
687231,Darell,Hernaiz,ATH,MIN,SS,2.990566129018679,2900.0
672820,Lenyn,Sosa,TOR,BOS,2B,2.9850817968975973,2900.0
660162,Yoán,Moncada,LAA,SF,3B,2.985025121828188,2900.0
642851,Austin,Wynns,TEX,SEA,C,2.976610399899861,2800.0
666181,Will,Benson,CIN,STL,OF,2.976380445165833,2800.0
687282,Gabriel,Rincones,PHI,NYY,OF,2.96106457630357,2800.0
686780,Pedro,Pagés,STL,CIN,C,2.9582627083142667,2800.0
687363,Victor,Scott,STL,CIN,OF,2.9582627083142667,2800.0
700337,Edgar,Quero,CWS,HOU,C,2.957834484619424,2800.0
666211,Taylor,Trammell,HOU,CWS,OF,2.948307881734863,2800.0
669720,Austin,Hays,CWS,HOU,OF,2.9437530468149893,2800.0
643396,Isiah,Kiner-Falefa,BOS,TOR,2B,2.943648800766577,2800.0
663604,Brandon,Lockridge,MIL,COL,OF,2.943648800766577,2800.0
700246,Carson,Williams,TB,CLE,SS,2.9340486407829625,2800.0
686765,Nick,Sogard,BOS,TOR,3B,2.929567362962143,2700.0
691907,Tsung-Che,Cheng,BOS,TOR,SS,2.927335422521824,2700.0
672284,Jarred,Kelenic,TEX,SEA,OF,2.9195134478935474,2700.0
680474,Max,Schuemann,NYY,PHI,SS,2.919468367305122,2700.0
682877,Juan,Brito,CLE,TB,2B,2.9104461323777016,2700.0
676914,Davis,Schneider,TOR,BOS,OF,2.908024270194723,2700.0
702616,Jackson,Holliday,BAL,ATL,2B,2.906759367906986,2700.0
691740,Daniel,Susac,SF,LAA,C,2.906072796289217,2700.0
686668,Brenton,Doyle,COL,MIL,OF,2.902055039309389,2700.0
602104,Ramón,Urías,STL,CIN,3B,2.8962604485248558,2700.0
687957,Dustin,Harris,HOU,CWS,OF,2.896009575155499,2700.0
671655,George,Valera,CLE,TB,OF,2.896009575155499,2700.0
672016,Denzel,Clarke,ATH,MIN,OF,2.8958322248300123,2700.0
694514,Sterlin,Thompson,COL,MIL,OF,2.893410362647034,2700.0
506702,Sandy,León,ATL,BAL,C,2.886305169123472,2600.0
663697,Jonathan,India,KC,DET,2B,2.881646540977166,2600.0
624512,Reese,McGuire,CWS,HOU,C,2.88139566760781,2600.0
691373,Jhostynxon,Garcia,PIT,CHC,OF,2.87915025955377,2600.0
665953,Andrés,Chaparro,WSH,AZ,1B,2.8720014396831504,2600.0
805904,Zach,Cole,HOU,CWS,OF,2.8719187060965234,2600.0
691783,Jordan,Lawlar,AZ,WSH,OF,2.8676497875263425,2600.0
678009,Parker,Meadows,DET,KC,OF,2.867209983754964,2600.0
621550,Patrick,Wisdom,SEA,TEX,3B,2.865061549252604,2600.0
666464,Jerar,Encarnacion,SF,LAA,OF,2.865061549252604,2600.0
663330,Jahmai,Jones,BOS,TOR,OF,2.8583578400705187,2600.0
702176,Alan,Roden,MIN,ATH,OF,2.8572547043535805,2600.0
694025,Felix,Reyes,PHI,NYY,OF,2.8508304842009538,2600.0
677956,Rece,Hinds,MIA,SD,OF,2.850624992030401,2600.0
682674,Victor,Bericoto,SF,LAA,OF,2.8479996255537707,2600.0
596103,Austin,Slater,TB,CLE,OF,2.8476003925168074,2600.0
680737,Michael,Helman,TEX,SEA,OF,2.813986432540166,2500.0
677595,Ronny,Mauricio,NYM,LAD,SS,2.8130394926367,2500.0
669087,Sam,Huff,BAL,ATL,C,2.8061795876411426,2500.0
670097,Zack,Short,NYM,LAD,SS,2.803385180799927,2500.0
687597,Jordan,Beck,COL,MIL,OF,2.798676458458367,2500.0
649966,Luis,Urías,TOR,BOS,2B,2.795790103257354,2500.0
669369,Bryce,Johnson,SD,MIA,OF,2.7951120527630056,2500.0
670224,Kameron,Misner,KC,DET,OF,2.7891428218776717,2400.0
677060,Chad,Stevens,COL,MIL,2B,2.782091466733805,2400.0
663611,Nick,Madrigal,LAA,SF,3B,2.7804981452153164,2400.0
664702,Myles,Straw,TOR,BOS,OF,2.770215140979653,2400.0
596117,Garrett,Stubbs,PHI,NYY,C,2.7651822763530536,2400.0
656582,Connor,Joe,SEA,TEX,OF,2.763913153490754,2400.0
606115,Orlando,Arcia,MIN,ATH,SS,2.7619521846689072,2400.0
645305,Ali,Sánchez,NYY,PHI,C,2.7588367571437344,2400.0
701305,Zach,Dezenzo,HOU,CWS,OF,2.7524255817843466,2400.0
663368,Blake,Perkins,MIL,COL,OF,2.747766500816061,2400.0
669398,Gage,Workman,DET,KC,3B,2.747766500816061,2400.0
681987,Nate,Eaton,BOS,TOR,OF,2.7311815090914986,2300.0
665861,Sebastián,Rivero,LAA,SF,C,2.723625990383811,2300.0
687749,Jase,Bowen,SD,MIA,OF,2.721654906206938,2300.0
518595,Travis,d'Arnaud,LAA,SF,C,2.7070409986592487,2300.0
701852,Drew,Cavanaugh,SF,LAA,C,2.690894345984556,2200.0
650968,Yohel,Pozo,STL,CIN,C,2.6889232618076826,2200.0
664059,Sam,Haggerty,TEX,SEA,OF,2.6801063923790607,2200.0
669289,Santiago,Espinal,LAD,NYM,3B,2.6778997827601696,2200.0
695020,Tanner,Murray,CWS,HOU,OF,2.6767870297648817,2200.0
644433,Chadwick,Tromp,BAL,ATL,C,2.675029996032041,2200.0
686475,Tyler,Tolbert,KC,DET,SS,2.6426890160002463,2100.0
687515,Colby,Thomas,ATH,MIN,OF,2.6327337365988632,2100.0
669326,Bryce,Teodosio,LAA,SF,OF,2.626104024275684,2100.0
676369,Nelson,Velázquez,STL,CIN,OF,2.6079862874241178,2100.0
676572,Eric,Wagaman,NYM,LAD,1B,2.5843399857347964,2000.0
678577,Junior,Perez,CWS,HOU,OF,2.5429069896037766,2000.0
694819,Jacob,Misiorowski,MIL,COL,P,23.506594895631103,11000.0
669302,Logan,Gilbert,SEA,TEX,P,20.870554665023903,10200.0
594798,Jacob,deGrom,TEX,SEA,P,19.0547985748486,9300.0
650911,Cristopher,Sánchez,PHI,NYY,P,18.384457739843263,9000.0
669358,Shane,Baz,BAL,ATL,P,17.806761825711074,8800.0
686218,Emmet,Sheehan,LAD,NYM,P,14.3088274338891,7200.0
677952,Braxton,Ashcraft,PIT,CHC,P,13.819697871662342,7000.0
592332,Kevin,Gausman,TOR,BOS,P,13.541957664966048,6900.0
800048,Parker,Messick,CLE,TB,P,13.200556181553289,6700.0
667755,José,Soriano,LAA,SF,P,13.175792642479356,6700.0
607536,Kyle,Freeland,COL,MIL,P,12.768040247316232,6500.0
656876,Drew,Rasmussen,TB,CLE,P,12.720933896428653,6500.0
624133,Ranger,Suarez,BOS,TOR,P,12.335111422333496,6300.0
671096,Andrew,Abbott,CIN,STL,P,12.170697643523662,6300.0
664285,Framber,Valdez,DET,KC,P,11.826758145745398,6100.0
642547,Freddy,Peralta,NYM,LAD,P,11.819265371420206,6100.0
681517,Kyle,Leahy,STL,CIN,P,11.539665352107765,6000.0
607200,Erick,Fedde,CWS,HOU,P,11.001881952599646,5700.0
687570,Connor,Prielipp,MIN,ATH,P,10.944824462130374,5700.0
679883,Luinder,Avila,KC,DET,P,10.55611344332328,5500.0
592791,Jameson,Taillon,CHC,PIT,P,10.015919642157096,5300.0
625643,Reynaldo,López,ATL,BAL,P,9.601583824821226,5100.0
701542,Will,Warren,NYY,PHI,P,8.050786431862315,4400.0
621111,Walker,Buehler,SD,MIA,P,7.452042100972516,4200.0
676083,Janson,Junk,MIA,SD,P,7.430081876399531,4200.0
605488,Jeffrey,Springs,ATH,MIN,P,6.465371840034911,3700.0
571945,Miles,Mikolas,WSH,AZ,P,4.072339634042867,2700.0
