key_mlbam,name,metric,age,value,n_comparables,n_with_next_season,projected_value_mean,projected_value_p25,projected_value_p75
681293,Spencer Arrighetti,FIP,26,5.15511811023622,25.0,12.0,4.4595349091627945,4.193478071702054,4.715494115610938
681347,Mike Burrows,K9,26,7.180851063829787,25.0,19.0,7.484961299265177,6.832002934888487,8.181031933767002
681347,Mike Burrows,BB9,26,3.351063829787234,25.0,22.0,3.5801465162164203,3.1231927840835523,3.9180451127819547
681347,Mike Burrows,HR9,26,2.0106382978723403,,,1.158454929112383,1.158454929112383,1.158454929112383
681347,Mike Burrows,FIP,26,5.653191489361703,25.0,9.0,4.921706192287975,4.40188679245283,5.368115942028986
681517,Kyle Leahy,K9,29,7.8498402555910545,25.0,19.0,7.088663027450218,6.499424708758809,7.695225053584187
681517,Kyle Leahy,BB9,29,3.0191693290734825,25.0,17.0,2.9287408991444486,2.4285714285714284,3.199052132701422
681517,Kyle Leahy,HR9,29,1.0351437699680512,,,0.9302672032766371,0.9302672032766371,0.9302672032766371
681517,Kyle Leahy,FIP,29,4.000958466453675,25.0,17.0,4.383078304392287,4.046685878962536,4.573928157589803
682052,Jacob Lopez,K9,28,8.194029850746269,25.0,20.0,7.935904159048116,7.2413838579215755,8.376359287050919
682052,Jacob Lopez,BB9,28,5.641791044776119,25.0,10.0,4.324387049512278,4.105685131195336,4.6113680569773905
682052,Jacob Lopez,HR9,28,1.6119402985074627,,,1.0015067637213788,1.0015067637213788,1.0015067637213788
682052,Jacob Lopez,FIP,28,5.622388059701493,25.0,11.0,4.4689877953200545,3.6224548851622314,5.253865777080063
682243,Bryce Miller,K9,27,9.123287671232877,25.0,17.0,9.07001897943249,8.1139896373057,9.737704918032787
682243,Bryce Miller,BB9,27,1.4794520547945205,25.0,17.0,2.2444406045519996,1.8296703296703296,2.4456521739130435
682243,Bryce Miller,HR9,27,1.4794520547945205,,,1.0203809453597439,1.0203809453597439,1.0203809453597439
682243,Bryce Miller,FIP,27,3.743835616438356,25.0,21.0,4.051404168995821,3.45,4.606024096385543
683003,Jared Jones,K9,24,10.168831168831169,25.0,18.0,9.41267058822304,8.403121401056351,10.265686813186813
683003,Jared Jones,BB9,24,2.6298701298701297,25.0,16.0,2.913324327845413,2.5926063357150224,3.281883445945946
683003,Jared Jones,HR9,24,1.2272727272727273,,,0.993459456248961,0.993459456248961,0.993459456248961
683003,Jared Jones,FIP,24,3.4896103896103896,25.0,22.0,3.7104422381102666,3.4318684597025886,4.008006784824149
683004,Jack Leiter,K9,26,9.455696202531646,25.0,14.0,9.576041932638441,8.495971959497052,10.410483367374816
683004,Jack Leiter,BB9,26,3.9873417721518987,25.0,19.0,3.740489221620816,3.328375391416467,4.334715520143643
683004,Jack Leiter,HR9,26,1.5949367088607596,,,1.0211425596898516,1.0211425596898516,1.0211425596898516
683004,Jack Leiter,FIP,26,4.783544303797468,25.0,21.0,4.509527426640794,4.340223463687151,4.888819875776398
684007,Shota Imanaga,K9,32,8.522546419098143,25.0,14.0,8.486112286664307,7.184508129712054,9.484003111817094
684007,Shota Imanaga,BB9,32,2.0769230769230766,25.0,19.0,2.5850773931277984,1.9141807938025053,2.99768926056338
684007,Shota Imanaga,HR9,32,1.7188328912466844,,,1.0819301820996439,1.0819301820996439,1.0819301820996439
684007,Shota Imanaga,FIP,32,4.452785145888594,25.0,16.0,4.48531319571736,4.149681962744207,4.817377938517179
685299,Tanner Gordon,K9,28,8.41764705882353,25.0,19.0,7.907093519321004,7.13199114514778,8.387510254306807
685299,Tanner Gordon,BB9,28,1.7470588235294118,25.0,21.0,2.251168587981571,1.7932330827067668,2.5884297520661157
685299,Tanner Gordon,HR9,28,2.0647058823529414,,,1.0593290253115741,1.0593290253115741,1.0593290253115741
685299,Tanner Gordon,FIP,28,4.9,25.0,21.0,4.4889873369391635,4.206951871657754,4.837804878048781
686218,Emmet Sheehan,K9,26,10.438661710037174,25.0,17.0,10.079299402601416,9.246043165467626,11.017632241813601
686218,Emmet Sheehan,BB9,26,2.8104089219330852,25.0,19.0,2.8006968086856503,2.283613008613009,3.059955865635379
686218,Emmet Sheehan,HR9,26,1.7063197026022303,,,1.0141463866184057,1.0141463866184057,1.0141463866184057
686218,Emmet Sheehan,FIP,26,4.415985130111524,25.0,19.0,4.552149908627288,4.149934941904262,4.839109311740891
686613,Hunter Brown,K9,27,9.834437086092715,25.0,16.0,8.720366524637114,7.7230978025647055,9.453855154525295
686613,Hunter Brown,BB9,27,5.364238410596026,25.0,11.0,4.408607625983688,3.929245558246054,5.081057969573431
686613,Hunter Brown,HR9,27,1.0728476821192052,,,0.8876479223544269,0.8876479223544269,0.8876479223544269
686613,Hunter Brown,FIP,27,4.490728476821192,25.0,12.0,4.673673815440753,4.409639477443162,4.8392014776925265
686790,Trevor McDonald,K9,25,7.399038461538462,25.0,21.0,6.963629390770884,6.3995485327313775,7.511278195488721
686790,Trevor McDonald,BB9,25,2.9855769230769234,25.0,21.0,3.3677356816388646,2.8159509202453985,3.8955223880597014
686790,Trevor McDonald,HR9,25,0.9086538461538463,,,0.8689075134312656,0.8689075134312656,0.8689075134312656
686790,Trevor McDonald,FIP,25,4.282692307692308,25.0,20.0,4.404805843006903,4.052640434288127,4.793392878268071
