player_id,player_display_name,position,season,team,games_played,possible_games,games_missed,dk_points_total,dk_points_per_game,games_missed_prior_season,avg_offense_pct
00-0036040,Juwan Johnson,TE,2025,NO,17,17,0,181.9,10.700000000000001,2.0,0.75
00-0033090,Hunter Henry,TE,2025,NE,17,17,0,181.8,10.694117647058825,1.0,0.7941176470588235
00-0036212,Tua Tagovailoa,QB,2025,MIA,14,17,3,180.70000000000002,12.907142857142858,6.0,0.9542857142857143
00-0038606,Parker Washington,WR,2025,JAX,16,17,1,178.7,11.16875,3.0,0.61375
00-0039868,Troy Franklin,WR,2025,DEN,17,17,0,178.1,10.476470588235294,1.0,0.5958823529411765
00-0034383,Dalton Schultz,TE,2025,HOU,17,17,0,177.70000000000002,10.452941176470588,0.0,0.7105882352941176
00-0034960,Jakobi Meyers,WR,2025,JAX,16,17,1,176.8,11.05,2.0,0.85
00-0038544,Quentin Johnston,WR,2025,LAC,13,17,4,175.2,13.476923076923075,2.0,0.7685714285714286
00-0036259,Jauan Jennings,WR,2025,SF,15,17,2,174.3,11.620000000000001,2.0,0.8206666666666667
00-0040784,Quinshon Judkins,RB,2025,CLE,14,17,3,172.8,12.342857142857143,,0.505
00-0040743,Tyler Shough,QB,2025,NO,11,17,6,171.96,15.632727272727273,,0.8345454545454545
00-0037261,Khalil Shakir,WR,2025,BUF,16,17,1,170.4,10.65,2.0,0.5975
00-0026158,Joe Flacco,QB,2025,CIN,13,17,4,168.66,12.973846153846154,10.0,0.7784615384615384
00-0040126,Colston Loveland,TE,2025,CHI,16,17,1,168.1,10.50625,,0.645
00-0034827,DJ Moore,WR,2025,CHI,17,17,0,168.1,9.888235294117647,0.0,0.8482352941176471
00-0035685,David Montgomery,RB,2025,DET,17,17,0,166.8,9.811764705882354,3.0,0.37058823529411766
00-0037816,Romeo Doubs,WR,2025,GB,16,17,1,165.4,10.3375,4.0,0.775625
00-0039384,Tyrone Tracy Jr.,RB,2025,NYG,15,17,2,164.8,10.986666666666668,0.0,0.5446666666666666
00-0038563,Tre Tucker,WR,2025,LV,17,17,0,164.7,9.688235294117646,0.0,0.9482352941176471
00-0033288,George Kittle,TE,2025,SF,11,17,6,164.5,14.954545454545455,2.0,0.8118181818181818
00-0039067,Rashee Rice,WR,2025,KC,8,17,9,153.1,19.1375,13.0,0.74875
00-0040236,Kyle Monangai,RB,2025,CHI,17,17,0,152.70000000000002,8.982352941176472,,0.4088235294117647
00-0039919,Rome Odunze,WR,2025,CHI,12,17,5,152.1,12.674999999999999,0.0,0.8808333333333334
00-0033923,Kareem Hunt,RB,2025,KC,17,17,0,149.4,8.788235294117648,4.0,0.47058823529411764
00-0036972,Mac Jones,QB,2025,SF,11,17,6,149.04,13.549090909090909,7.0,0.7436363636363637
00-0037545,Rashid Shaheed,WR,2025,NO,18,17,0,148.6,8.255555555555555,11.0,0.6088888888888889
00-0040242,Jacory Croskey-Merritt,RB,2025,WAS,17,17,0,148.3,8.723529411764707,,0.3947058823529412
00-0039793,AJ Barner,TE,2025,SEA,17,17,0,147.3,8.664705882352942,2.0,0.7729411764705882
00-0036945,Justin Fields,QB,2025,NYJ,9,17,8,145.66,16.184444444444445,7.0,0.8977777777777778
00-0036442,Joe Burrow,QB,2025,CIN,8,17,9,145.46,18.1825,0.0,0.8775
00-0040583,Woody Marks,RB,2025,HOU,16,17,1,145.1,9.06875,,0.515
00-0037256,Rachaad White,RB,2025,TB,17,17,0,143.0,8.411764705882353,2.0,0.5105882352941177
00-0039361,Bucky Irving,RB,2025,TB,10,17,7,142.5,14.25,0.0,0.616
00-0039923,J.J. McCarthy,QB,2025,MIN,10,17,7,141.38,14.138,,0.916
00-0038994,Jordan Addison,WR,2025,MIN,14,17,3,141.1,10.078571428571427,2.0,0.8514285714285714
00-0039893,Brian Thomas Jr.,WR,2025,JAX,14,17,3,138.8,9.914285714285715,0.0,0.7764285714285715
00-0040666,Omarion Hampton,RB,2025,LAC,9,17,8,138.7,15.41111111111111,,0.6344444444444445
00-0032268,Marcus Mariota,QB,2025,WAS,10,17,7,138.5,13.85,14.0,0.7454545454545454
00-0038997,Josh Downs,WR,2025,IND,16,17,1,138.4,8.65,3.0,0.586875
00-0035662,Marquise Brown,WR,2025,KC,16,17,1,137.7,8.60625,15.0,0.535
00-0040189,Oronde Gadsden II,TE,2025,LAC,15,17,2,135.4,9.026666666666667,,0.626
00-0038124,Christian Watson,WR,2025,GB,10,17,7,135.4,13.540000000000001,3.0,0.6769999999999999
00-0040735,Luther Burden III,WR,2025,CHI,15,17,2,133.9,8.926666666666668,,0.39666666666666667
00-0037525,Jordan Mason,RB,2025,MIN,16,17,1,132.9,8.30625,5.0,0.4275
00-0038933,Dalton Kincaid,TE,2025,BUF,12,17,5,132.1,11.008333333333333,4.0,0.3741666666666667
00-0034753,Mark Andrews,TE,2025,BAL,17,17,0,131.0,7.705882352941177,0.0,0.6170588235294118
00-0036244,Colby Parkinson,TE,2025,LA,14,17,3,130.8,9.342857142857143,1.0,0.604
00-0039917,Michael Penix Jr.,QB,2025,ATL,9,17,8,130.28,14.475555555555555,12.0,0.9322222222222223
00-0040130,Jayden Higgins,WR,2025,HOU,17,17,0,129.5,7.617647058823529,,0.5723529411764706
00-0030061,Zach Ertz,TE,2025,WAS,13,17,4,129.4,9.953846153846154,0.0,0.6646153846153846
00-0040715,Cam Skattebo,RB,2025,NYG,8,17,9,128.7,16.0875,,0.5225
00-0039849,Marvin Harrison Jr.,WR,2025,ARI,12,17,5,127.80000000000001,10.65,0.0,0.7125
00-0039847,Theo Johnson,TE,2025,NYG,15,17,2,127.8,8.52,6.0,0.8673333333333333
00-0038608,Kayshon Boutte,WR,2025,NE,14,17,3,127.1,9.078571428571427,2.0,0.6749999999999999
00-0039391,Kimani Vidal,RB,2025,LAC,13,17,4,126.9,9.761538461538462,8.0,0.5446153846153846
00-0036555,Chuba Hubbard,RB,2025,CAR,15,17,2,126.4,8.426666666666668,2.0,0.458
00-0039738,Blake Corum,RB,2025,LA,17,17,0,125.2,7.364705882352942,2.0,0.2911764705882353
00-0037809,Chig Okonkwo,TE,2025,TEN,17,17,0,124.0,7.294117647058823,1.0,0.6370588235294118
00-0038996,Tucker Kraft,TE,2025,GB,8,17,9,123.19999999999999,15.399999999999999,0.0,0.86
00-0037263,Tyler Allgeier,RB,2025,ATL,17,17,0,123.0,7.235294117647059,0.0,0.3023529411764706
00-0038129,Cade Otton,TE,2025,TB,15,17,2,122.2,8.146666666666667,3.0,0.9349999999999999
00-0036158,J.K. Dobbins,RB,2025,DEN,10,17,7,121.9,12.190000000000001,4.0,0.511
00-0036407,Jerry Jeudy,WR,2025,CLE,17,17,0,121.7,7.158823529411765,0.0,0.8452941176470588
00-0039910,Jayden Daniels,QB,2025,WAS,7,17,10,121.28,17.325714285714287,0.0,0.9028571428571429
00-0039410,Ryan Flournoy,WR,2025,DAL,15,17,2,120.0,8.0,8.0,0.4475
00-0033293,Aaron Jones,RB,2025,MIN,12,17,5,119.7,9.975,0.0,0.5508333333333333
00-0033908,Cooper Kupp,WR,2025,SEA,16,17,1,119.3,7.45625,5.0,0.755625
00-0038935,Brenton Strange,TE,2025,JAX,12,17,5,118.0,9.833333333333334,3.0,0.7483333333333334
00-0036894,Pat Freiermuth,TE,2025,PIT,15,17,2,116.60000000000001,7.773333333333334,0.0,0.5035294117647059
00-0040170,Elic Ayomanor,WR,2025,TEN,16,17,1,116.5,7.28125,,0.805625
00-0033555,Mack Hollins,WR,2025,NE,14,17,3,116.4,8.314285714285715,0.0,0.6773333333333333
00-0040705,Chimere Dike,WR,2025,TEN,17,17,0,116.1,6.829411764705882,,0.5929411764705882
00-0035659,Terry McLaurin,WR,2025,WAS,10,17,7,114.2,11.42,0.0,0.704
00-0029604,Kirk Cousins,QB,2025,ATL,10,17,7,113.54,11.354000000000001,3.0,0.861
00-0035229,T.J. Hockenson,TE,2025,MIN,15,17,2,112.8,7.52,7.0,0.7793333333333333
00-0039880,Malik Washington,WR,2025,MIA,17,17,0,111.7,6.570588235294117,3.0,0.57
00-0039032,Tyjae Spears,RB,2025,TEN,13,17,4,111.7,8.592307692307692,5.0,0.4592307692307692
00-0039894,Xavier Worthy,WR,2025,KC,14,17,3,109.9,7.8500000000000005,1.0,0.7057142857142857
00-0039376,Spencer Rattler,QB,2025,NO,9,17,8,107.14,11.904444444444444,10.0,0.8166666666666667
00-0039065,Sam LaPorta,TE,2025,DET,9,17,8,106.9,11.877777777777778,1.0,0.9066666666666667
00-0035250,Devin Singletary,RB,2025,NYG,17,17,0,106.8,6.2823529411764705,2.0,0.27647058823529413
00-0039901,Keon Coleman,WR,2025,BUF,12,17,5,106.4,8.866666666666667,4.0,0.6523076923076924
00-0037291,Jalen Nailor,WR,2025,MIN,17,17,0,103.7,6.1000000000000005,2.0,0.6535294117647058
00-0035689,Dawson Knox,TE,2025,BUF,16,17,1,103.7,6.48125,3.0,0.5829411764705883
00-0033881,Evan Engram,TE,2025,DEN,16,17,1,102.8,6.425,8.0,0.42125
00-0033906,Alvin Kamara,RB,2025,NO,11,17,6,102.7,9.336363636363636,3.0,0.6372727272727272
00-0035537,Ty Johnson,RB,2025,BUF,17,17,0,100.30000000000001,5.9,0.0,0.2958823529411765
00-0040668,Shedeur Sanders,QB,2025,CLE,8,17,9,99.9,12.4875,,0.91625
00-0035535,Darius Slayton,WR,2025,NYG,14,17,3,99.80000000000001,7.128571428571429,1.0,0.812857142857143
00-0037740,Garrett Wilson,WR,2025,NYJ,7,17,10,99.5,14.214285714285714,0.0,0.87
00-0036924,Michael Carter,RB,2025,ARI,13,17,4,99.0,7.615384615384615,14.0,0.4523076923076923
00-0038621,DeMario Douglas,WR,2025,NE,16,17,1,98.8,6.175,1.0,0.25882352941176473
00-0033307,Kendrick Bourne,WR,2025,SF,14,17,3,98.10000000000001,7.007142857142858,5.0,0.566875
00-0038618,Xavier Hutchinson,WR,2025,HOU,16,17,1,98.0,6.125,3.0,0.5747058823529412
00-0038797,Emanuel Wilson,RB,2025,GB,17,17,0,97.50000000000001,5.73529411764706,0.0,0.3111764705882353
00-0039916,Ricky Pearsall,WR,2025,SF,9,17,8,94.60000000000001,10.511111111111113,6.0,0.7811111111111111
00-0038951,Sean Tucker,RB,2025,TB,17,17,0,94.4,5.552941176470589,0.0,0.15823529411764706
00-0037157,Bam Knight,RB,2025,ARI,12,17,5,93.9,7.825,,0.3308333333333333
00-0037112,Jake Tonges,TE,2025,SF,10,17,7,93.30000000000001,9.330000000000002,15.0,0.3317647058823529
00-0040237,Tez Johnson,WR,2025,TB,15,17,2,92.4,6.16,,0.470625
00-0038611,Chris Rodriguez Jr.,RB,2025,WAS,12,17,5,92.0,7.666666666666667,10.0,0.3123076923076923
00-0039890,Adonai Mitchell,WR,2025,IND,16,17,1,91.9,5.74375,0.0,0.50625
00-0040584,Gunnar Helm,TE,2025,TEN,16,17,1,91.7,5.73125,,0.525625
00-0039491,Jalen Coker,WR,2025,CAR,11,17,6,91.4,8.30909090909091,6.0,0.6936363636363636
00-0038619,Andrei Iosivas,WR,2025,CIN,15,17,2,89.9,5.993333333333334,0.0,0.7617647058823529
00-0040719,Bhayshul Tuten,RB,2025,JAX,15,17,2,89.6,5.973333333333333,,0.21133333333333332
00-0039342,Xavier Legette,WR,2025,CAR,15,17,2,89.30000000000001,5.953333333333334,2.0,0.6786666666666666
00-0038976,Marvin Mims Jr.,WR,2025,DEN,15,17,2,89.0,5.933333333333334,0.0,0.3686666666666667
00-0040736,Mason Taylor,TE,2025,NYJ,13,17,4,88.9,6.838461538461539,,0.8107692307692307
00-0031610,Darren Waller,TE,2025,MIA,9,17,8,88.7,9.855555555555556,,0.44999999999999996
00-0040162,Dylan Sampson,RB,2025,CLE,15,17,2,88.60000000000001,5.906666666666667,,0.26466666666666666
00-0034791,Nick Chubb,RB,2025,HOU,15,17,2,88.3,5.886666666666667,9.0,0.322
00-0031408,Mike Evans,WR,2025,TB,8,17,9,87.80000000000001,10.975000000000001,3.0,0.65625
00-0037197,Isiah Pacheco,RB,2025,KC,13,17,4,87.3,6.7153846153846155,10.0,0.5169230769230769
00-0033885,David Njoku,TE,2025,CLE,11,17,6,86.3,7.845454545454545,6.0,0.6391666666666667
00-0037837,Calvin Austin III,WR,2025,PIT,14,17,3,86.2,6.1571428571428575,0.0,0.535
00-0033921,Chris Godwin Jr.,WR,2025,TB,9,17,8,86.0,9.555555555555555,10.0,0.7088888888888889
00-0037801,KaVontae Turpin,WR,2025,DAL,15,17,2,85.5,5.7,0.0,0.3546666666666667
00-0033858,Jonnu Smith,TE,2025,PIT,17,17,0,85.2,5.011764705882353,0.0,0.5270588235294118
00-0035208,Olamide Zaccheaus,WR,2025,CHI,14,17,3,84.80000000000001,6.057142857142858,1.0,0.53625
00-0032385,Sterling Shepard,WR,2025,TB,13,17,4,83.0,6.384615384615385,4.0,0.5615384615384615
00-0035228,Kyler Murray,QB,2025,ARI,5,17,12,82.78,16.556,0.0,0.9879999999999999
00-0036309,Darnell Mooney,WR,2025,ATL,15,17,2,82.3,5.486666666666666,1.0,0.8193333333333332
00-0032950,Carson Wentz,QB,2025,MIN,5,17,12,81.34,16.268,15.0,0.932
00-0038104,Tyquan Thornton,WR,2025,KC,12,17,5,80.8,6.733333333333333,13.0,0.39
00-0033526,Samaje Perine,RB,2025,CIN,15,17,2,79.9,5.326666666666667,0.0,0.3506666666666666
00-0036290,Cole Kmet,TE,2025,CHI,16,17,1,78.7,4.91875,1.0,0.714375
00-0035644,Noah Fant,TE,2025,CIN,13,17,4,77.8,5.984615384615385,3.0,0.3793333333333333
00-0040669,Isaac TeSlaa,WR,2025,DET,14,17,3,75.9,5.421428571428572,,0.39647058823529413
00-0038393,Dontayvion Wicks,WR,2025,GB,13,17,4,75.8,5.8307692307692305,0.0,0.44642857142857145
00-0035500,Greg Dortch,WR,2025,ARI,12,17,5,75.10000000000001,6.258333333333334,0.0,0.3358333333333334
00-0040134,Pat Bryant,WR,2025,DEN,13,17,4,74.8,5.753846153846154,,0.4766666666666667
00-0038558,Darnell Washington,TE,2025,PIT,13,17,4,74.4,5.723076923076923,4.0,0.5725
00-0039066,Michael Mayer,TE,2025,LV,13,17,4,73.8,5.676923076923076,6.0,0.6176923076923077
00-0033955,Jeremy McNichols,RB,2025,WAS,16,17,1,73.7,4.60625,2.0,0.31941176470588234
00-0033857,JuJu Smith-Schuster,WR,2025,KC,17,17,0,73.5,4.323529411764706,6.0,0.5723529411764706
00-0040704,Dillon Gabriel,QB,2025,CLE,10,17,7,72.08,7.208,,0.562
00-0037614,John Metchie III,WR,2025,NYJ,13,17,4,71.9,5.5307692307692315,7.0,0.46125
00-0039798,Isaiah Davis,RB,2025,NYJ,16,17,1,71.2,4.45,4.0,0.28
00-0033110,Tyler Higbee,TE,2025,LA,10,17,7,71.1,7.109999999999999,14.0,0.5549999999999999
00-0034829,Mike Gesicki,TE,2025,CIN,12,17,5,70.7,5.891666666666667,1.0,0.3853846153846154
00-0040667,Matthew Golden,WR,2025,GB,14,17,3,70.0,5.0,,0.5321428571428571
00-0036415,Van Jefferson,WR,2025,TEN,14,17,3,70.0,5.0,2.0,0.585625
00-0036898,Davis Mills,QB,2025,HOU,6,17,11,69.6,11.6,13.0,0.705
00-0040727,Tre Harris,WR,2025,LAC,16,17,1,69.4,4.3375,,0.4852941176470588
00-0040138,Jaylin Noel,WR,2025,HOU,17,17,0,68.4,4.023529411764706,,0.26
00-0032211,Tyler Lockett,WR,2025,LV,17,17,0,67.1,3.9470588235294115,0.0,0.5
00-0030564,DeAndre Hopkins,WR,2025,BAL,17,17,0,67.0,3.9411764705882355,1.0,0.33
00-0028118,Tyrod Taylor,QB,2025,NYJ,6,17,11,66.46000000000001,11.076666666666668,15.0,0.6699999999999999
00-0039424,Devaughn Vele,WR,2025,NO,9,17,8,66.3,7.366666666666666,4.0,0.5015384615384616
00-0034975,Justice Hill,RB,2025,BAL,10,17,7,65.2,6.5200000000000005,2.0,0.371
00-0037005,Tommy Tremble,TE,2025,CAR,15,17,2,63.900000000000006,4.260000000000001,7.0,0.6011764705882353
00-0037252,Greg Dulcich,TE,2025,MIA,9,17,8,63.800000000000004,7.0888888888888895,13.0,0.422
00-0040078,Brashard Smith,RB,2025,KC,17,17,0,63.3,3.7235294117647055,,0.16705882352941176
00-0039074,Davis Allen,TE,2025,LA,15,17,2,62.800000000000004,4.1866666666666665,10.0,0.5029411764705882
00-0037838,Isaiah Likely,TE,2025,BAL,12,17,5,62.7,5.2250000000000005,2.0,0.5592857142857143
00-0037746,Brian Robinson,RB,2025,SF,17,17,0,62.50000000000001,3.6764705882352944,3.0,0.16705882352941176
00-0039875,Ray Davis,RB,2025,BUF,17,17,0,61.10000000000001,3.594117647058824,0.0,0.14294117647058824
00-0032464,Kalif Raymond,WR,2025,DET,15,17,2,60.8,4.053333333333333,5.0,0.366
00-0039337,Malik Nabers,WR,2025,NYG,4,17,13,60.1,15.025,2.0,0.795
00-0040202,Devin Neal,RB,2025,NO,9,17,8,60.0,6.666666666666667,,0.4
00-0038979,Cedric Tillman,WR,2025,CLE,12,17,5,60.0,5.0,8.0,0.6184615384615384
00-0038115,Daniel Bellinger,TE,2025,NYG,13,17,4,59.6,4.584615384615384,5.0,0.499375
00-0032392,Austin Hooper,TE,2025,NE,13,17,4,59.300000000000004,4.561538461538462,0.0,0.5
00-0038705,Emari Demercado,RB,2025,ARI,12,17,5,59.3,4.941666666666666,4.0,0.2323076923076923
00-0039041,Elijah Higgins,TE,2025,ARI,17,17,0,59.1,3.476470588235294,2.0,0.4252941176470588
00-0040648,Tory Horton,WR,2025,SEA,8,17,9,59.1,7.3875,,0.48125
00-0032775,Demarcus Robinson,WR,2025,SF,14,17,3,58.2,4.1571428571428575,0.0,0.46785714285714286
00-0034775,Christian Kirk,WR,2025,HOU,11,17,6,57.9,5.263636363636364,9.0,0.48615384615384616
00-0038555,Tank Bigsby,RB,2025,PHI,15,17,2,56.8,3.7866666666666666,1.0,0.1264705882352941
00-0035100,Jake Browning,QB,2025,CIN,5,17,12,56.74,11.348,15.0,0.734
00-0033040,Tyreek Hill,WR,2025,MIA,4,17,13,56.5,14.125,0.0,0.6849999999999999
00-0029263,Russell Wilson,QB,2025,NYG,6,17,11,55.84,9.306666666666667,6.0,0.5433333333333333
00-0038454,Keaton Mitchell,RB,2025,BAL,13,17,4,55.400000000000006,4.261538461538462,13.0,0.17461538461538462
00-0036550,Rashod Bateman,WR,2025,BAL,13,17,4,55.400000000000006,4.261538461538462,1.0,0.693076923076923
00-0035249,Josh Oliver,TE,2025,MIN,12,17,5,55.0,4.583333333333333,5.0,0.458
00-0031236,Brandin Cooks,WR,2025,NO,13,17,4,54.900000000000006,4.223076923076923,7.0,0.5453333333333333
00-0040782,Isaiah Bond,WR,2025,CLE,15,17,2,54.7,3.646666666666667,,0.48062499999999997
00-0040198,Ollie Gordon II,RB,2025,MIA,17,17,0,54.1,3.182352941176471,,0.22411764705882353
00-0039356,Ja'Tavion Sanders,TE,2025,CAR,12,17,5,54.0,4.5,2.0,0.48307692307692307
00-0038128,Malik Willis,QB,2025,GB,4,17,13,53.17999999999999,13.294999999999998,11.0,0.4225
00-0040194,Jackson Hawes,TE,2025,BUF,13,17,4,52.7,4.053846153846154,,0.4388235294117647
00-0036988,Josh Palmer,WR,2025,BUF,12,17,5,52.300000000000004,4.358333333333333,2.0,0.48333333333333334
00-0039874,Jaylen Wright,RB,2025,MIA,9,17,8,52.2,5.800000000000001,4.0,0.215
00-0040737,Terrance Ferguson,TE,2025,LA,11,17,6,52.1,4.736363636363636,,0.3671428571428571
00-0033375,Tim Patrick,WR,2025,JAX,13,17,4,51.7,3.976923076923077,2.0,0.3175
00-0039355,Luke McCaffrey,WR,2025,WAS,9,17,8,51.300000000000004,5.7,4.0,0.31666666666666665
00-0036626,Dyami Brown,WR,2025,JAX,11,17,6,50.7,4.609090909090909,2.0,0.36642857142857144
00-0034837,Calvin Ridley,WR,2025,TEN,7,17,10,50.3,7.185714285714285,0.0,0.5714285714285714
00-0037741,Jahan Dotson,WR,2025,PHI,15,17,2,50.2,3.3466666666666667,3.0,0.5688235294117647
00-0039144,Luke Musgrave,TE,2025,GB,13,17,4,49.2,3.784615384615385,10.0,0.4005882352941177
00-0040131,Kyle Williams,WR,2025,NE,14,17,3,49.2,3.5142857142857147,,0.30823529411764705
00-0035359,David Sills,WR,2025,ATL,12,17,5,49.1,4.091666666666667,,0.5241176470588236
00-0039451,Isaiah Williams,WR,2025,NYJ,15,17,2,48.7,3.246666666666667,9.0,0.36133333333333334
00-0039146,Jayden Reed,WR,2025,GB,5,17,12,48.5,9.7,0.0,0.4114285714285714
00-0038359,Xavier Smith,WR,2025,LA,16,17,1,48.300000000000004,3.0187500000000003,3.0,0.214375
00-0040187,Mitchell Evans,TE,2025,CAR,14,17,3,48.2,3.442857142857143,,0.37411764705882355
00-0039373,Audric Estimé,RB,2025,NO,5,17,12,48.1,9.620000000000001,4.0,0.39285714285714285
00-0034613,Tanner Hudson,TE,2025,CIN,10,17,7,47.8,4.779999999999999,8.0,0.14733333333333334
00-0037805,Jeremy Ruckert,TE,2025,NYJ,14,17,3,46.900000000000006,3.3500000000000005,3.0,0.4717647058823529
00-0037666,Jalen Tolbert,WR,2025,DAL,12,17,5,46.3,3.858333333333333,0.0,0.5130769230769231
00-0038679,Tyrell Shavers,WR,2025,BUF,11,17,6,45.5,4.136363636363637,16.0,0.39588235294117646
00-0036422,Adam Trautman,TE,2025,DEN,13,17,4,45.5,3.5,4.0,0.5729411764705883
00-0037267,Jerome Ford,RB,2025,CLE,13,17,4,43.6,3.353846153846154,3.0,0.3046153846153846
00-0037563,Malik Davis,RB,2025,DAL,10,17,7,43.6,4.36,,0.207
00-0040729,Jack Bech,WR,2025,LV,14,17,3,42.4,3.0285714285714285,,0.3975
00-0038440,Zavier Scott,RB,2025,MIN,11,17,6,40.2,3.6545454545454548,,0.10187500000000001
00-0035993,Tyler Huntley,QB,2025,BAL,5,17,12,40.14,8.028,12.0,0.5940000000000001
00-0031503,Jameis Winston,QB,2025,NYG,3,17,14,39.980000000000004,13.326666666666668,6.0,0.6766666666666666
00-0039739,Roman Wilson,WR,2025,PIT,9,17,8,39.6,4.4,,0.33076923076923076
00-0030035,Adam Thielen,WR,2025,MIN,14,17,3,39.6,2.8285714285714287,7.0,0.394375
00-0040164,Jaylin Lane,WR,2025,WAS,15,17,2,39.2,2.6133333333333337,,0.362
00-0036637,Noah Gray,TE,2025,KC,14,17,3,38.800000000000004,2.771428571428572,1.0,0.52125
00-0032398,Chris Moore,WR,2025,WAS,10,17,7,38.6,3.8600000000000003,,0.4857142857142857
00-0032104,Ameer Abdullah,RB,2025,IND,13,17,4,37.9,2.9153846153846152,2.0,0.1053846153846154
00-0040739,Elijah Arroyo,TE,2025,SEA,13,17,4,37.9,2.9153846153846152,,0.39538461538461533
00-0036427,Tyler Johnson,WR,2025,NYJ,9,17,8,37.7,4.188888888888889,6.0,0.41
00-0039792,Devontez Walker,WR,2025,BAL,8,17,9,37.6,4.7,14.0,0.24666666666666667
00-0040398,Brady Cook,QB,2025,NYJ,5,17,12,37.46,7.492,,0.9800000000000001
00-0038738,Hunter Luepke,RB,2025,DAL,14,17,3,37.0,2.642857142857143,3.0,0.21058823529411766
00-0036754,Brock Wright,TE,2025,DET,8,17,9,36.800000000000004,4.6000000000000005,6.0,0.5763636363636363
00-0033357,Taysom Hill,TE,2025,NO,13,17,4,36.5,2.8076923076923075,9.0,0.24615384615384617
00-0040206,Riley Leonard,QB,2025,IND,5,17,12,36.300000000000004,7.260000000000001,,0.394
00-0039751,Jordan Whittington,WR,2025,LA,15,17,2,36.300000000000004,2.4200000000000004,3.0,0.4082352941176471
00-0038046,Charlie Kolar,TE,2025,BAL,13,17,4,36.2,2.784615384615385,7.0,0.4035294117647059
00-0034983,Hunter Renfrow,WR,2025,CAR,6,17,11,35.900000000000006,5.983333333333334,,0.4916666666666667
00-0040234,Quinn Ewers,QB,2025,MIA,4,17,13,35.78,8.945,,0.79
00-0039921,Trey Benson,RB,2025,ARI,4,17,13,35.400000000000006,8.850000000000001,5.0,0.48250000000000004
00-0037085,Tyler Badie,RB,2025,DEN,16,17,1,35.4,2.2125,14.0,0.175
00-0022942,Philip Rivers,QB,2025,IND,3,17,14,34.66,11.553333333333333,,0.9700000000000001
00-0035406,Lil'Jordan Humphrey,WR,2025,DEN,7,17,10,34.6,4.942857142857143,3.0,0.484
00-0035645,Gunner Olszewski,WR,2025,NYG,16,17,1,33.5,2.09375,,0.101875
00-0033553,James Conner,RB,2025,ARI,3,17,14,33.300000000000004,11.100000000000001,1.0,0.5
00-0038551,Kendre Miller,RB,2025,NO,7,17,10,33.3,4.757142857142857,11.0,0.24285714285714285
00-0037231,Kevin Austin Jr.,WR,2025,NO,5,17,12,33.0,6.6,9.0,0.4425
00-0039855,Jalen McMillan,WR,2025,TB,4,17,13,32.9,8.225,4.0,0.515
00-0039405,Jawhar Jordan,RB,2025,HOU,4,17,13,32.7,8.175,,0.3
00-0038685,Chris Brooks,RB,2025,GB,17,17,0,32.7,1.9235294117647062,6.0,0.20058823529411765
00-0037004,Hunter Long,TE,2025,JAX,7,17,10,32.5,4.642857142857143,6.0,0.39888888888888885
00-0034272,Marquez Valdes-Scantling,WR,2025,PIT,9,17,8,32.0,3.5555555555555554,4.0,0.48
00-0035631,Drew Sample,TE,2025,CIN,12,17,5,31.9,2.658333333333333,6.0,0.5358823529411765
00-0039920,Malachi Corley,WR,2025,CLE,12,17,5,31.6,2.6333333333333333,12.0,0.24923076923076926
00-0038839,Mitchell Tinsley,WR,2025,CIN,8,17,9,31.6,3.95,,0.24647058823529414
