metric,n_resolved,brier_score,log_loss,any_of_top_1_hit_rate,all_of_top_1_hit_rate,any_of_top_2_hit_rate,all_of_top_2_hit_rate,any_of_top_5_hit_rate,all_of_top_5_hit_rate
Game_Hit_Probability,138,0.28401704243745446,0.8309193998149513,0.6896551724137931,0.6896551724137931,0.7058823529411765,0.38235294117647056,0.8947368421052632,0.2631578947368421
