model_version,metric,n_bets_advised,bets_won,bets_lost,win_rate_on_advised_bets,win_rate_on_advised_bets_ci_low,win_rate_on_advised_bets_ci_high,total_staked_units,total_profit_units,roi,roi_p_value,current_bet_streak,best_bet_streak,n_market_resolved,market_accuracy,market_accuracy_ci_low,market_accuracy_ci_high,market_brier_score,market_log_loss,n_beat_closing_line_compared,beat_closing_line_rate,beat_closing_line_rate_ci_low,beat_closing_line_rate_ci_high,beat_closing_line_rate_p_value
all_time,GamePick_Win_Probability,58,23,35,0.39655172413793105,0.28088757794874364,0.525067840489988,122.74233227051278,-7.499783088213828,-0.06110184603373022,0.798217130995874,0,2,30,0.5666666666666667,0.39197307000813597,0.7262251442353348,0.2415502723159118,0.6755593596429904,30,0.43333333333333335,0.2737748557646652,0.608026929991864,0.5846647117286922
