model_version,metric,max_picks,min_probability,n_days_resolved,day_survival_rate,day_survival_rate_ci_low,day_survival_rate_ci_high,longest_streak,current_streak
all_time,Game_Hit_Probability,2,0.65,98,0.5204081632653061,0.4226080630081671,0.6166686720889073,10,4
